,Кол-во генов в кластере,Z_max,Z_mean,Кол-во родов в кластере,Имя гена в кластере,Кол-во участков с Z-DNA в промоутере
1672,20,5485.32,2363.828376923077,21,MULTISPECIES: sugar-phosphatase [Vibrio],13
1673,20,,,20,MULTISPECIES: topoisomerase DNA-binding C4 zinc finger domain-containing protein [Serratia],0
1674,20,8485.756,4759.9349999999995,21,MULTISPECIES: cell division protein ZapD [Vibrio],2
1675,20,4876.735,2928.7733,18,MULTISPECIES: ribonuclease E inhibitor RraB [Serratia],2
1676,20,908.3955,908.3955,21,bifunctional aspartate kinase/homoserine dehydrogenase II [Vibrio furnissii],1
1677,20,17253.57,2652.07694,20,MULTISPECIES: isochorismatase [Serratia],15
1678,20,883.5764,883.5764,21,maltose/maltodextrin ABC transporter ATP-binding protein MalK [Vibrio cholerae],6
1679,20,785.5658,785.5658,21,MULTISPECIES: N-acetylglucosamine-6-phosphate deacetylase [Vibrio],2
1680,20,28780.5,9287.4365,20,MULTISPECIES: chromosome partition protein MukF [Serratia],4
1681,20,2278.634,1581.1052,18,MULTISPECIES: ribosome-associated translation inhibitor RaiA [Serratia],2
1682,20,2541.412,1059.541,21,DUF2867 domain-containing protein [Vibrio furnissii],9
1683,20,3591.704,1526.1227818181817,21,nucleotidyltransferase family protein [Acinetobacter bouvetii],11
1684,20,13713.99,3399.638852941176,21,4-alpha-glucanotransferase [Vibrio cholerae],17
1685,20,2197.646,1046.083509090909,21,secondary thiamine-phosphate synthase enzyme YjbQ [Vibrio furnissii],11
1686,20,7211.263,2385.065083333333,22,hybrid sensor histidine kinase/response regulator [Vibrio cholerae],6
1687,20,1264.189,968.4280249999999,21,endonuclease [Vibrio furnissii],8
1688,20,138924.1,62467.926999999996,21,esterase FrsA [Vibrio cholerae],9
1689,20,904.32,893.9482,21,fused PTS fructose transporter subunit IIA/HPr protein [Vibrio furnissii],2
1690,20,2943.461,1901.79655,21,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase [Vibrio furnissii],4
1691,20,2962.843,1543.9293,21,MULTISPECIES: crotonase/enoyl-CoA hydratase family protein [Acinetobacter],4
1692,20,13713.99,2362.661083333333,21,cysteine desulfurase [Alcanivorax pacificus],12
1693,20,3428.529,1192.9169181818181,21,MULTISPECIES: murein transglycosylase A [Aeromonas],11
1694,20,2752.447,1818.0117,20,MULTISPECIES: pleiotropic regulatory protein RsmS [Serratia],6
1695,20,28780.5,8686.864,21,heme ABC transporter ATP-binding protein [Vibrio furnissii],12
1696,20,766.6232,766.6232,21,MULTISPECIES: DMT family transporter [Vibrio],1
1697,20,,,19,MULTISPECIES: DUF412 domain-containing protein [Serratia],0
1698,20,3428.529,2767.3525,18,MULTISPECIES: septal ring assembly protein ZapB [Serratia],4
1699,20,38833.58,8014.064633333334,21,"cob(I)yrinic acid a,c-diamide adenosyltransferase [Acinetobacter schindleri]",6
1700,20,980.8116,980.8116,19,MULTISPECIES: universal stress protein UspA [Serratia],4
1701,20,1051.507,975.5036400000001,21,glutathione-regulated potassium-efflux system ancillary protein KefG [Vibrio cholerae],5
1702,20,1733.503,1582.1515,22,polysaccharide biosynthesis protein [Acinetobacter bouvetii],2
1703,20,1116.621,888.1447454545454,21,N-acetylglucosamine kinase [Vibrio furnissii],11
1704,20,13713.99,2846.5339000000004,21,MULTISPECIES: stress response translation initiation inhibitor YciH [Vibrio],8
1705,20,1202.592,1052.5956666666668,21,DUF3413 domain-containing protein [Vibrio cholerae],3
1706,20,1116.621,758.3644,18,MULTISPECIES: fatty acid biosynthesis protein FabY [Serratia],3
1707,20,8156.898,3074.04934,21,paraquat-inducible protein A [Vibrio furnissii],10
1708,20,,,21,sigma factor-binding protein Crl [Vibrio cholerae],0
1709,20,8962.093,3271.352616666667,22,MULTISPECIES: arginyltransferase [Vibrio],6
1710,20,980.8116,980.8116,21,aminopeptidase P family protein [Vibrio furnissii],4
1711,20,3713.33,1627.73315,21,MULTISPECIES: ribosomal protein S5-alanine N-acetyltransferase [Vibrio],4
1712,20,883.5764,883.5764,20,MULTISPECIES: YfbU family protein [Kosakonia],2
1713,20,2752.447,1070.14352,20,MULTISPECIES: catabolite repressor/activator [Serratia],10
1714,20,8485.756,2127.8531,21,MULTISPECIES: HAD-IA family hydrolase [Proteobacteria],8
1715,20,8782.157,4845.27625,21,MULTISPECIES: alpha/beta fold hydrolase [Vibrio],2
1716,20,1591.082,1119.4867333333334,20,MULTISPECIES: lipoprotein NlpI [Serratia],6
1717,20,7973.084,3765.01752,20,MULTISPECIES: zinc ribbon-containing protein [Aeromonas],5
1718,20,739.95,739.95,19,MULTISPECIES: cell division protein ZapC [Serratia],1
1719,20,2752.447,1395.7299333333333,21,tRNA1(Val) (adenine(37)-N6)-methyltransferase [Vibrio furnissii],3
1720,20,783.823,783.823,21,MULTISPECIES: YijD family membrane protein [Vibrio],1
1721,20,3333.338,2434.580711111111,21,CinA family nicotinamide mononucleotide deamidase-related protein [Vibrio cholerae],9
1722,20,3514.935,1539.2992857142856,21,MULTISPECIES: DUF1615 family protein [Proteobacteria],7
1723,20,883.5764,817.0741333333334,18,MULTISPECIES: endonuclease/exonuclease/phosphatase family protein [Serratia],3
1724,20,1264.189,1015.4159166666667,21,MULTISPECIES: phosphotransferase [Acinetobacter],6
1725,20,13713.99,3387.7677272727265,21,MULTISPECIES: YcjF family protein [Vibrio],11
1726,20,2492.419,1736.6153,21,SgrR family transcriptional regulator [Vibrio cholerae],2
1727,20,8485.756,5172.008199999999,21,MULTISPECIES: sigma-E factor negative regulatory protein [Vibrio],5
1728,20,8782.157,2801.606425,20,MULTISPECIES: TerC family protein [Kosakonia],4
1729,20,1033.331,932.47072,19,MULTISPECIES: HI1450 family dsDNA-mimic protein [Serratia],5
1730,20,3428.529,1919.903,19,MULTISPECIES: invasion regulator SirB1 [Serratia],6
1731,20,883.5764,883.5764,19,MULTISPECIES: amino acid ABC transporter substrate-binding protein [Aeromonas],2
1732,20,10894.72,2137.251276923077,18,MULTISPECIES: DNA-binding transcriptional regulator H-NS [Serratia],13
1733,20,94590.41,26320.052200000006,20,MULTISPECIES: RNase E specificity factor CsrD [Kosakonia],4
1734,20,8922.646,2352.4468,18,MULTISPECIES: 5'-deoxynucleotidase [Serratia],12
1735,20,883.5764,850.3252666666667,21,MULTISPECIES: YjaG family protein [Vibrio],3
1736,20,1038.827,875.9675875,21,SecY-interacting protein [Vibrio furnissii],8
1737,20,2779.551,1466.8099,21,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase [Aeromonas hydrophila],4
1738,20,8485.756,2442.9064,21,hydroxymethylglutaryl-CoA lyase [Acinetobacter bouvetii],5
1739,20,1164.52,909.3841,18,MULTISPECIES: MltR family transcriptional regulator [Serratia],2
1740,20,3428.529,1456.802930769231,20,MULTISPECIES: DUF1456 family protein [Bacteria],13
1741,20,766.6232,766.6232,21,MULTISPECIES: DASS family sodium-coupled anion symporter [Vibrio],1
1742,20,980.8116,980.8116,21,MULTISPECIES: N-acetylglucosamine-specific PTS transporter subunit IIBC [Vibrio],2
1743,20,3428.529,1049.3393846153847,22,agmatine deiminase [Vibrio furnissii],13
1744,20,2752.447,1470.4155,21,MULTISPECIES: redox-sensitive transcriptional activator SoxR [Enterobacteriaceae],6
1745,20,13713.99,4797.555333333333,21,vitamin B12 ABC transporter ATP-binding protein BtuD [Vibrio furnissii],12
1746,20,980.8116,932.194,21,MULTISPECIES: o-succinylbenzoate synthase [Vibrio],2
1747,20,3428.529,2232.891,20,MULTISPECIES: D-alanine--D-alanine ligase [Serratia],2
1748,20,1228.72,1148.638875,21,MULTISPECIES: CreA family protein [Vibrio],4
1749,20,1202.592,1202.592,21,N-acetyltransferase [Vibrio cholerae],3
1750,20,13713.99,3493.59572,19,MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ [Aeromonas],5
1751,20,13713.99,4863.675755555556,21,tellurite resistance TerB family protein [Vibrio furnissii],9
1752,20,6910.52,2570.1372,20,MULTISPECIES: zinc ribbon domain-containing protein [Enterobacterales],5
1753,20,1334.353,878.2403999999999,21,GNAT family N-acetyltransferase [Vibrio furnissii],5
1754,20,13713.99,3958.6496400000005,21,LytTR family DNA-binding domain-containing protein [Vibrio furnissii],5
1755,20,2183.574,1417.2469,21,MULTISPECIES: pitrilysin [Serratia],2
1756,20,,,19,MULTISPECIES: protein YacL [Serratia],0
1757,20,2883.764,2883.764,21,MULTISPECIES: acyl-CoA thioesterase [Vibrio],1
1758,20,3428.529,1600.5207222222223,21,sigma-54-dependent Fis family transcriptional regulator [Vibrio furnissii],9
1759,20,13713.99,6760.606785714285,21,outer membrane protein assembly factor BamC [Vibrio cholerae],7
1760,20,138924.1,71359.24299999999,21,dienelactone hydrolase family protein [Acinetobacter bouvetii],5
1761,20,,,21,MULTISPECIES: anaerobic C4-dicarboxylate transporter [Vibrio],0
1762,20,,,21,SPOR domain-containing protein [Vibrio cholerae],0
1763,20,5485.32,1864.5125600000003,20,MULTISPECIES: Der GTPase-activating protein YihI [Serratia],10
1764,20,904.32,773.8496,21,inorganic triphosphatase [Vibrio cholerae],5
1765,20,2752.447,983.892988888889,21,LPS export ABC transporter periplasmic protein LptC [Vibrio cholerae],9
1766,20,211093.9,27561.709462499995,21,MULTISPECIES: thymidine phosphorylase [Vibrio],8
1767,20,1430.8,1430.8,20,MULTISPECIES: two-component system response regulator RssB [Serratia],1
1768,20,13713.99,13713.99,21,protein-disulfide reductase DsbD [Vibrio furnissii],1
1769,20,908.3955,880.0410400000001,19,MULTISPECIES: entericidin A/B family lipoprotein [Enterobacterales],5
1770,20,2752.447,1662.5217,21,TolC family protein [Acinetobacter bouvetii],2
1771,20,38833.58,6173.822800000001,22,glycosyl transferase family protein [Vibrio furnissii],14
1772,20,4545.701,2178.9939181818186,21,MULTISPECIES: ATP-binding protein [Aeromonas],11
1773,20,3428.529,1337.53278,21,VOC family protein [Vibrio furnissii],5
1774,20,2752.447,1194.9753333333333,21,sugar transporter [Vibrio furnissii],6
1775,20,3174.797,1531.3471333333334,18,MULTISPECIES: glutamine ABC transporter permease GlnP [Serratia],3
1776,20,3428.529,3428.529,21,MULTISPECIES: enoyl-ACP reductase FabI [Kosakonia],1
1777,20,1116.621,859.854425,21,MULTISPECIES: MATE family efflux transporter [Acinetobacter],4
1778,20,3661.11,1155.0501499999998,21,sensor histidine kinase KdpD [Acinetobacter bouvetii],10
1779,20,915.9191,871.3773,21,flagellar filament capping protein FliD [Vibrio furnissii],2
1780,20,2752.447,2752.447,20,ABC transporter transmembrane domain-containing protein [Vibrio furnissii],5
1781,20,13713.99,4112.00125,21,RDD family protein [Vibrio cholerae],4
1782,20,10616.46,7009.755499999999,20,MULTISPECIES: AzlC family ABC transporter permease [Acinetobacter],2
1783,20,13713.99,3573.49027,21,histone deacetylase [Vibrio furnissii],10
1784,20,2943.461,1751.92276,20,MULTISPECIES: amino acid ABC transporter substrate-binding protein [Enterobacteriaceae],5
1785,20,2779.551,2330.675911111111,20,MULTISPECIES: FUSC family protein [Aeromonas],9
1786,20,2752.447,1418.7445,20,MULTISPECIES: sodium/pantothenate symporter [Serratia],4
1787,20,883.5764,858.29285,21,MULTISPECIES: YbfB/YjiJ family MFS transporter [Serratia],2
1788,20,3428.529,1503.4428750000002,21,MalM family protein [Vibrio cholerae],8
1789,20,2752.447,2155.3157333333334,21,MULTISPECIES: OapA family protein [Vibrio],3
1790,20,1008.605,1008.605,21,MULTISPECIES: sulfurtransferase complex subunit TusB [Vibrio],1
1791,20,10272.33,1546.7923357142859,21,MULTISPECIES: DNA polymerase III subunit psi [Vibrio],14
1792,20,3428.529,1480.6638333333333,21,MULTISPECIES: membrane integrity-associated transporter subunit PqiC [Vibrio],6
1793,20,2752.447,1539.4231,21,MULTISPECIES: GNAT family N-acetyltransferase [Vibrio],6
1794,20,883.5764,883.5764,20,MULTISPECIES: YfcZ/YiiS family protein [Kosakonia],1
1795,20,883.5764,883.5764,20,MULTISPECIES: lipoprotein [Enterobacteriaceae],1
1796,20,974.177,974.177,20,MULTISPECIES: carboxylate/amino acid/amine transporter [Kosakonia],4
1797,20,2659.79,2659.79,21,MULTISPECIES: YtjB family periplasmic protein [Vibrio],1
1798,20,3428.529,1247.7400375000002,21,bifunctional 2-methylcitrate dehydratase/aconitate hydratase [Alcanivorax pacificus],8
1799,20,883.5764,883.5764,21,MULTISPECIES: LysR family transcriptional regulator [Vibrio],1
1800,20,1515.735,1062.2260666666668,21,TPM domain-containing protein [Psychrobacter arcticus],3
1801,20,302785.5,61078.60196,22,sensor domain-containing phosphodiesterase [Vibrio furnissii],5
1821,19,10894.72,5065.70872,20,thiamine ABC transporter substrate binding subunit [Vibrio furnissii],5
1822,19,13713.99,4059.0426375,20,MULTISPECIES: carboxypeptidase M32 [Vibrio],8
1823,19,8922.646,4462.404666666667,16,MULTISPECIES: DeoR/GlpR family transcriptional regulator [Serratia],9
1824,19,8156.898,2341.58064,20,MULTISPECIES: ribose ABC transporter ATP-binding protein RbsA [Vibrio],5
1825,19,1030.205,1030.205,18,MULTISPECIES: ribose ABC transporter substrate-binding protein RbsB [Aeromonas],1
1826,19,2943.461,2847.9539999999997,20,thiamine ABC transporter ATP-binding protein [Vibrio furnissii],2
1827,19,883.5764,833.6997,20,MULTISPECIES: D-ribose pyranase [Vibrio],2
1828,19,138924.1,38204.437066666665,19,MULTISPECIES: peptidase T [Kosakonia],6
1829,19,4914.146,1892.3904285714286,18,MULTISPECIES: tRNA (guanosine(18)-2'-O)-methyltransferase TrmH [Serratia],7
1830,19,16271.57,4286.748250000001,20,MULTISPECIES: hydroxylamine reductase [Vibrio],6
1831,19,3428.529,1551.387742857143,20,low-specificity L-threonine aldolase [Vibrio cholerae],7
1832,19,,,20,phosphopentomutase [Vibrio cholerae],0
1833,19,3428.529,2080.17585,21,TIGR01212 family radical SAM protein [Vibrio furnissii],2
1834,19,2409.1,1332.6091,20,beta-galactosidase [Vibrio furnissii],5
1835,19,3428.529,2899.5878,20,MULTISPECIES: ribose ABC transporter permease [Vibrio],5
1836,19,38833.58,13513.931566666666,20,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [Serratia]",6
1837,19,883.5764,747.9806000000001,19,MULTISPECIES: transcriptional regulator [Enterobacteriaceae],2
1838,19,883.5764,779.5045,19,MULTISPECIES: gluconate operon transcriptional repressor GntR [Serratia],3
1839,19,883.5764,883.5764,19,MULTISPECIES: phage shock protein PspA [Serratia],2
1840,19,2659.79,1555.5806499999999,21,low molecular weight phosphotyrosine protein phosphatase [Vibrio cholerae],4
1841,19,4545.701,1862.752725,19,MULTISPECIES: Kef family K(+) transporter [Serratia],4
1842,19,908.3955,889.781175,20,thiamine/thiamine pyrophosphate ABC transporter permease ThiP [Vibrio furnissii],4
1843,19,3428.529,2273.0005,20,MULTISPECIES: cytochrome c1 [Vibrio],2
1844,19,28780.5,17825.39356,15,MULTISPECIES: GrxA family glutaredoxin [Serratia],5
1845,19,13713.99,13713.99,20,MULTISPECIES: ubiquinol-cytochrome c reductase iron-sulfur subunit [Vibrio],1
1846,19,,,19,MULTISPECIES: peroxiredoxin C [Serratia],0
1847,19,49376.54,5542.62755,20,MULTISPECIES: phosphogluconate dehydratase [Vibrio],12
1848,19,4545.701,2222.9288909090906,20,phosphodiesterase [Vibrio cholerae],11
1849,19,1033.331,862.6135444444444,20,MULTISPECIES: FMN-dependent L-lactate dehydrogenase LldD [Serratia],9
1850,19,13713.99,4485.907560000001,20,MULTISPECIES: DTW domain-containing protein [Serratia],10
1851,19,13713.99,7139.2016,20,MULTISPECIES: thiopurine S-methyltransferase [Vibrio],2
1852,19,980.8116,907.8852,14,MULTISPECIES: type B 50S ribosomal protein L36 [Enterobacterales],4
1853,19,883.5764,883.5764,20,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Vibrio],2
1854,19,8485.756,2209.0344,18,MULTISPECIES: outer membrane permeability protein SanA [Serratia],10
1855,19,38833.58,11764.388106666669,20,DJ-1/PfpI family protein [Vibrio furnissii],15
1856,19,3428.529,1434.0062666666665,20,potassium-transporting ATPase subunit KdpB [Acinetobacter bouvetii],6
1857,19,904.32,890.9321666666666,19,MULTISPECIES: LapA family protein [Serratia],6
1858,19,1515.735,1199.6557,19,MULTISPECIES: catalase [Acinetobacter],2
1859,19,13713.99,2830.119422222222,20,DUF962 domain-containing protein [Vibrio furnissii],9
1860,19,37878.25,14063.4518,21,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Vibrio furnissii],3
1861,19,980.8116,901.50523,20,copper homeostasis protein CutC [Vibrio furnissii],10
1862,19,4553.39,2626.1031214285713,20,potassium-transporting ATPase subunit KdpA [Acinetobacter bouvetii],14
1863,19,660.4787,660.4787,20,MULTISPECIES: segregation/condensation protein A [Acinetobacter],1
1864,19,1202.592,968.5162,19,MULTISPECIES: amino acid permease [Serratia],4
1865,19,1114.919,1009.6195,20,MlaD family protein [Vibrio furnissii],2
1866,19,,,20,potassium-transporting ATPase subunit KdpC [Acinetobacter bouvetii],0
1867,19,1737.612,1201.4886571428572,19,MULTISPECIES: glycogen synthase GlgA [Enterobacteriaceae],7
1868,19,21732.38,3966.711628571429,19,peptide MFS transporter [Psychrobacter cryohalolentis],7
1869,19,980.8116,980.8116,20,MULTISPECIES: YccF domain-containing protein [Vibrio],1
1870,19,13713.99,5127.1298,18,MULTISPECIES: flagellar export chaperone FliS [Serratia],3
1871,19,1202.592,944.5921375,20,glycerophosphodiester phosphodiesterase [Vibrio cholerae],8
1872,19,883.5764,863.62572,21,acetolactate synthase large subunit [Alcanivorax pacificus],5
1873,19,1138.993,1011.2846999999999,20,divalent-cation tolerance protein CutA [Vibrio furnissii],2
1874,19,1090.564,918.0743333333334,21,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Acinetobacter bouvetii],6
1875,19,826.2209,826.2209,20,outer membrane protein transport protein [Vibrio cholerae],1
1876,19,13713.99,2946.5721875,21,adenosylcobinamide-GDP ribazoletransferase [Vibrio cholerae],8
1877,19,783.823,783.823,20,ATP-binding protein [Vibrio cholerae],1
1878,19,1544.435,1544.435,20,chromosome segregation protein SMC [Acinetobacter bouvetii],1
1879,19,8485.756,3610.4646166666666,21,AAA family ATPase [Acinetobacter bouvetii],6
1880,19,18247.98,6671.710933333333,20,phosphatase PAP2 family protein [Vibrio cholerae],3
1881,19,1800.518,1087.0657999999999,20,"L,D-transpeptidase family protein [Vibrio furnissii]",5
1882,19,2962.843,2962.843,20,DMT family transporter [Acinetobacter bouvetii],1
1883,19,1202.592,923.45335,19,putative sulfate exporter family transporter [Acinetobacter bouvetii],8
1884,19,3428.529,2902.1796727272726,20,MFS transporter [Vibrio cholerae],11
1885,19,883.5764,877.4786,18,MULTISPECIES: urea ABC transporter ATP-binding protein UrtD [Serratia],3
1886,19,8485.756,2912.9784999999997,20,MULTISPECIES: adenosylhomocysteinase [Acinetobacter],4
1887,19,,,16,MULTISPECIES: trp operon repressor [Serratia],0
1888,19,5485.32,1660.009333333333,20,MULTISPECIES: glycosyltransferase family 2 protein [Vibrio],9
1889,19,3804.257,1723.7546000000002,20,glutaredoxin family protein [Alcanivorax pacificus],4
1890,19,4263.555,1354.0146125,20,MULTISPECIES: multidrug efflux MFS transporter permease subunit VceB [Vibrio],8
1891,19,3428.529,1124.2897666666668,19,MULTISPECIES: nicotinamide riboside transporter PnuC [Serratia],6
1892,19,13713.99,4707.926183333333,20,"RNA 2',3'-cyclic phosphodiesterase [Alcanivorax pacificus]",12
1893,19,3428.529,1506.8322,19,DNA/RNA non-specific endonuclease [Acinetobacter soli],4
1894,19,3881.305,2003.3746285714285,20,SirB2 family protein [Alcanivorax pacificus],7
1895,19,8485.756,2198.0128999999997,21,efflux RND transporter periplasmic adaptor subunit [Vibrio furnissii],8
1896,19,3428.529,2022.7853333333333,21,hybrid-cluster NAD(P)-dependent oxidoreductase [Vibrio furnissii],6
1897,19,,,20,OmpA family protein [Vibrio cholerae],0
1898,19,1114.919,857.2318,20,SDR family oxidoreductase [Vibrio cholerae],4
1899,19,302785.5,49639.80394117647,18,MULTISPECIES: DksA/TraR family C4-type zinc finger protein [Kosakonia],17
1900,19,2997.09,1436.2636,20,MULTISPECIES: phosphotransferase [Vibrio],8
1901,19,211093.9,31172.817671428573,19,MULTISPECIES: MipA/OmpV family protein [Serratia],7
1902,19,731.2843,731.2843,17,MULTISPECIES: phosphate-starvation-inducible protein PsiE [Serratia],1
1903,19,,,20,NUDIX hydrolase [Acinetobacter bouvetii],0
1904,19,5485.32,3284.744379999999,20,VOC family protein [Vibrio furnissii],5
1905,19,1090.564,924.97392,20,ABC transporter transmembrane domain-containing protein [Vibrio furnissii],5
1906,19,790.8198,648.3465,18,MULTISPECIES: DUF1145 family protein [Serratia],4
1907,19,1081.477,1081.477,21,DMT family transporter [Vibrio cholerae],1
1908,19,13713.99,7111.1959,20,hypothetical protein [Vibrio furnissii],2
1909,19,980.8116,858.7443499999999,20,MULTISPECIES: SDR family oxidoreductase [Vibrio],8
1910,19,10616.46,5668.464725,20,MULTISPECIES: AraC family transcriptional regulator [Serratia],4
1911,19,38833.58,8950.637215384615,20,SDR family NAD(P)-dependent oxidoreductase [Alcanivorax pacificus],13
1912,19,13713.99,7624.2465999999995,21,MULTISPECIES: chemotaxis protein CheW [Vibrio],3
1913,19,883.5764,850.3252666666667,20,MULTISPECIES: M23 family metallopeptidase [Proteobacteria],3
1914,19,1430.8,1325.5275000000001,20,fatty acid desaturase [Vibrio furnissii],2
1915,19,908.3955,895.98595,20,efflux RND transporter periplasmic adaptor subunit [Alcanivorax pacificus],2
1946,18,3428.529,1576.3843428571429,19,MULTISPECIES: glycerol-3-phosphate transporter [Vibrio],7
1947,18,980.8116,784.5982,19,MULTISPECIES: anaerobic C4-dicarboxylate transporter DcuC [Vibrio],10
1948,18,883.5764,883.5764,19,beta-N-acetylhexosaminidase [Vibrio furnissii],2
1949,18,8922.646,8922.646,18,"MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit II [Aeromonas]",1
1950,18,13713.99,2909.0427666666665,19,anaerobic glycerol-3-phosphate dehydrogenase subunit A [Vibrio furnissii],15
1951,18,904.32,801.0368571428571,17,MULTISPECIES: arginine ABC transporter ATP-binding protein ArtP [Kosakonia],7
1952,18,,,18,MULTISPECIES: formate transporter FocA [Kosakonia],0
1953,18,650.9198,650.9198,19,"MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit I [Vibrio]",1
1954,18,883.5764,883.5764,19,MULTISPECIES: anaerobic glycerol-3-phosphate dehydrogenase subunit C [Vibrio],2
1955,18,9492.083,2497.5940166666664,20,"MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Vibrio]",12
1956,18,4553.39,2808.734,19,MULTISPECIES: cytochrome bc complex cytochrome b subunit [Vibrio],6
1957,18,13713.99,7273.49965,18,MULTISPECIES: tyrosine--tRNA ligase [Kosakonia],2
1958,18,1733.503,973.3119899999999,19,MULTISPECIES: DUF1097 domain-containing protein [Serratia],10
1959,18,2752.447,2752.447,16,MULTISPECIES: envelope stress response regulator transcription factor CpxR [Serratia],3
1960,18,883.5764,883.5764,19,aminoimidazole riboside kinase [Vibrio furnissii],6
1961,18,,,17,MULTISPECIES: YcbK family protein [Serratia],0
1962,18,4545.701,1727.0219,19,aromatic amino acid transporter [Vibrio furnissii],4
1963,18,13713.99,4361.054581818182,19,MULTISPECIES: GPR1/FUN34/YaaH family transporter [Vibrio],11
1964,18,28780.5,6470.215679999999,20,D-glycerate dehydrogenase [Vibrio furnissii],5
1965,18,29467.88,10188.412866666667,19,MULTISPECIES: protein-methionine-sulfoxide reductase catalytic subunit MsrP [Kosakonia],3
1966,18,,,19,MULTISPECIES: methionine synthase [Vibrio],0
1967,18,3428.529,1194.655475,19,MULTISPECIES: arginine ABC transporter permease ArtM [Vibrio],8
1968,18,1627.701,1139.8909666666666,19,MULTISPECIES: NupC/NupG family nucleoside CNT transporter [Vibrio],3
1969,18,1733.503,1521.02135,19,MULTISPECIES: beta-ketoacyl-ACP synthase III [Acinetobacter],4
1970,18,138924.1,47520.041133333325,19,mechanosensitive ion channel family protein [Vibrio furnissii],3
1971,18,3428.529,1731.8939333333335,17,MULTISPECIES: arginine ABC transporter permease ArtQ [Kosakonia],3
1972,18,1065.164,923.1122250000001,19,MULTISPECIES: TMEM165/GDT1 family protein [Aeromonas],4
1973,18,10894.72,4381.281783333333,19,MULTISPECIES: oligopeptidase B [Kosakonia],12
1974,18,2752.447,1101.5926,19,DUF1852 domain-containing protein [Vibrio furnissii],6
1975,18,980.8116,977.4943000000001,19,multidrug efflux MFS transporter EmrD [Vibrio cholerae],2
1976,18,13713.99,3560.8184166666665,19,methylcrotonoyl-CoA carboxylase [Vibrio furnissii],6
1977,18,6565.992,4650.024566666667,19,MULTISPECIES: bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA [Vibrio],6
1978,18,883.5764,765.6105600000001,18,sodium:proton antiporter [Vibrio cholerae],5
1979,18,1733.503,1142.1671999999999,19,MULTISPECIES: cytochrome c4 [Vibrio],3
1980,18,13713.99,4666.845675,19,D-serine ammonia-lyase [Vibrio furnissii],8
1981,18,963.953,923.7647,19,cytochrome c oxidase accessory protein CcoG [Vibrio cholerae],2
1982,18,883.5764,883.5764,19,"cytochrome-c oxidase, cbb3-type subunit III [Vibrio cholerae]",1
1983,18,3428.529,1827.0333857142857,19,NAD-glutamate dehydrogenase [Vibrio furnissii],7
1984,18,8323.257,2739.4493799999996,19,HAD-IA family hydrolase [Acinetobacter bouvetii],5
1985,18,,,19,MULTISPECIES: glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase [Acinetobacter],0
1986,18,8922.646,2441.37554,19,acyl-CoA dehydrogenase family protein [Acinetobacter bouvetii],5
1987,18,13713.99,3391.73985,19,XRE family transcriptional regulator [Vibrio cholerae],8
1988,18,3428.529,2760.4245285714287,20,MULTISPECIES: response regulator [Proteobacteria],7
1989,18,2752.447,1752.525,19,glycerol-3-phosphate dehydrogenase subunit GlpB [Vibrio furnissii],2
1990,18,1132.923,1031.5154,19,MULTISPECIES: 3'-5' exonuclease [Vibrio],3
1991,18,883.5764,772.7730666666666,18,MULTISPECIES: LrgB family protein [Serratia],3
1992,18,1323.054,982.16217,19,MULTISPECIES: type VI secretion system baseplate subunit TssK [Vibrio],10
1993,18,68804.91,20076.8149,19,DUF1653 domain-containing protein [Acinetobacter soli],4
1994,18,980.8116,897.4671428571429,19,MULTISPECIES: protein-methionine-sulfoxide reductase heme-binding subunit MsrQ [Kosakonia],7
1995,18,28780.5,8326.448011111112,19,MULTISPECIES: sucrose-specific PTS transporter subunit IIBC [Vibrio],9
1996,18,3993.322,1848.875488888889,20,hydroxyethylthiazole kinase [Vibrio furnissii],9
1997,18,8485.756,1668.1873076923075,20,MULTISPECIES: biotin-dependent carboxyltransferase family protein [Vibrio],13
1998,18,3713.33,1591.0148,19,MULTISPECIES: amino acid ABC transporter permease [Acinetobacter],4
1999,18,2752.447,1425.86275,19,cadmium-translocating P-type ATPase [Vibrio cholerae],4
2000,18,3428.529,1896.229675,19,MULTISPECIES: inorganic phosphate transporter [Vibrio],8
2001,18,1456.636,977.5760999999999,20,MULTISPECIES: TetR/AcrR family transcriptional regulator [Vibrio],3
2002,18,2962.843,1271.822825,17,MULTISPECIES: alternative ribosome-rescue factor A [Serratia],4
2003,18,564.0074,564.0074,19,MULTISPECIES: YbjN domain-containing protein [Serratia],1
2004,18,6420.008,6420.008,19,succinylglutamate desuccinylase [Vibrio furnissii],1
2005,18,883.5764,883.5764,19,FMN-binding glutamate synthase family protein [Acinetobacter bouvetii],1
