# Species	Genes	Alg.-Conn.	GCF_000009365.1_ASM936v1_protein.faa	GCF_000012305.1_ASM1230v1_protein.faa	GCF_000299335.2_ASM29933v2_protein.faa	GCF_000300005.1_ASM30000v1_protein.faa	GCF_001298525.1_ASM129852v1_protein.faa	GCF_001606025.1_ASM160602v1_protein.faa	GCF_001642805.2_ASM164280v2_protein.faa	GCF_001658025.2_ASM165802v2_protein.faa	GCF_001683395.1_ASM168339v1_protein.faa	GCF_001753085.1_ASM175308v1_protein.faa	GCF_001995825.2_ASM199582v2_protein.faa	GCF_002196515.1_ASM219651v1_protein.faa	GCF_002208765.2_ASM220876v2_protein.faa	GCF_002215585.1_ASM221558v1_protein.faa	GCF_002240035.1_ASM224003v1_protein.faa	GCF_002327105.1_ASM232710v1_protein.faa	GCF_003957745.1_ASM395774v1_protein.faa	GCF_004089895.1_ASM408989v1_protein.faa	GCF_004571195.1_ASM457119v1_protein.faa	GCF_004768745.1_ASM476874v1_protein.faa	GCF_006364355.1_ASM636435v1_protein.faa	GCF_007361795.1_ASM736179v1_protein.faa	GCF_007795095.1_ASM779509v1_protein.faa	GCF_008330085.1_ASM833008v1_protein.faa	GCF_008369605.1_ASM836960v1_protein.faa	GCF_009914475.1_ASM991447v1_protein.faa	GCF_010587385.1_ASM1058738v1_protein.faa	GCF_010918895.1_ASM1091889v1_protein.faa	GCF_011764505.1_ASM1176450v1_protein.faa	GCF_015167415.1_ASM1516741v1_protein.faa	GCF_016026735.1_ASM1602673v1_protein.faa	GCF_016127195.1_ASM1612719v1_protein.faa	GCF_016834455.1_ASM1683445v1_protein.faa	GCF_017309605.1_ASM1730960v1_protein.faa	GCF_017310215.1_ASM1731021v1_protein.faa	GCF_017354925.1_ASM1735492v1_protein.faa	GCF_018139125.1_ASM1813912v1_protein.faa	GCF_018324105.1_ASM1832410v1_protein.faa	GCF_019343495.1_ASM1934349v1_protein.faa	GCF_019670705.1_ASM1967070v1_protein.faa	GCF_020149575.1_ASM2014957v1_protein.faa	GCF_020405345.1_ASM2040534v1_protein.faa	GCF_900187015.1_50465_F01_protein.faa	GCF_900637545.1_51438_G01_protein.faa	GCF_904848165.1_ASM90484816v1_protein.faa
45	72	0.214	WP_008930504.1,WP_011588406.1	WP_011281297.1	WP_008732971.1	WP_014996495.1	WP_062534155.1	WP_010197981.1	WP_004940327.1,WP_004847623.1	WP_002891893.1,WP_002438074.1	WP_002891893.1,WP_002438074.1	WP_011213200.1	WP_004738609.1,WP_017056636.1	WP_021020598.1,WP_088133439.1	WP_011514651.1	WP_033537934.1,WP_033539833.1	WP_094090327.1	WP_096008039.1,WP_096296768.1	WP_126166064.1,WP_126165812.1	WP_023478250.1,WP_023481188.1	WP_028385984.1	WP_004940327.1,WP_004847623.1	WP_038150877.1,WP_004729026.1	WP_058500529.1	WP_132998728.1	WP_002891893.1,WP_002438074.1	WP_000767166.1,WP_000717795.1	WP_004650081.1	WP_164649095.1,WP_164648875.1	WP_004281042.1	WP_173237937.1	WP_002891893.1,WP_002438074.1	WP_004847623.1,WP_004949337.1	WP_033114048.1,WP_005308848.1	WP_011759051.1,WP_011758768.1	WP_004940327.1,WP_004847623.1	WP_011704615.1,WP_005308848.1	WP_207322210.1,WP_207320781.1	WP_004281042.1	WP_004650081.1	WP_004281042.1	WP_100142136.1,WP_221049609.1	WP_005904813.1,WP_005895417.1	WP_005308655.1,WP_005308848.1	WP_004847623.1,WP_004949337.1	WP_011704615.1,WP_005308848.1	WP_131669382.1
25	25	0.31	*	*	*	*	*	*	WP_033649762.1	WP_064564465.1	WP_065370321.1	*	WP_077680385.1	WP_021021172.1	*	WP_088904634.1	*	*	WP_126166907.1	WP_128482336.1	*	WP_135638574.1	WP_038151131.1	*	*	WP_035888226.1	WP_059261017.1	*	WP_164648261.1	*	*	WP_193820943.1	WP_054306245.1	WP_042032100.1	WP_203326993.1	WP_047573925.1	WP_045789937.1	WP_228289727.1	*	*	*	WP_221049196.1	WP_224432825.1	WP_065017686.1	WP_061800381.1	WP_042652265.1	*
25	25	0.271	*	*	*	*	*	*	WP_019453743.1	WP_043952876.1	WP_017458624.1	*	WP_077680150.1	WP_021019470.1	*	WP_088905902.1	*	*	WP_126167300.1	WP_128482488.1	*	WP_244934968.1	WP_004726660.1	*	*	WP_072440072.1	WP_000157056.1	*	WP_164647726.1	*	*	WP_193820812.1	WP_015673188.1	WP_042029934.1	WP_203324151.1	WP_033643878.1	WP_206818035.1	WP_207324162.1	*	*	*	WP_100142780.1	WP_224432708.1	WP_195879773.1	WP_061795772.1	WP_232018948.1	*
25	25	0.271	*	*	*	*	*	WP_084387383.1	WP_019452223.1	WP_007369293.1	WP_017459655.1	*	WP_017055873.1	WP_088134034.1	*	WP_088905652.1	*	*	WP_126168608.1	WP_054804135.1	*	WP_015379421.1	WP_004728511.1	*	*	WP_007369293.1	WP_001239209.1	*	WP_164647189.1	*	*	WP_045512355.1	WP_015962336.1	*	WP_203325320.1	WP_015379421.1	WP_041216375.1	WP_207321262.1	*	*	*	WP_221050009.1	WP_042042735.1	WP_005307577.1	WP_061799768.1	WP_042655041.1	*
25	25	0.244	*	WP_041757678.1	*	*	WP_062533109.1	WP_062844380.1	WP_019452358.1	WP_064564073.1	*	*	WP_077681126.1	WP_088135049.1	WP_011513488.1	*	*	*	*	*	*	WP_033632330.1	WP_004727359.1	*	*	WP_149288393.1	WP_172626079.1	*	WP_164650816.1	WP_163165880.1	*	*	WP_054306407.1	WP_042033276.1	*	WP_033651565.1	WP_206818873.1	*	*	WP_005011790.1	WP_219309270.1	*	WP_224431958.1	WP_099359835.1	WP_061796492.1	WP_042653183.1	WP_201497214.1
25	25	0.243	WP_011588734.1	WP_011280940.1	WP_008735952.1	WP_014994963.1	WP_062535263.1	WP_228139855.1	*	*	*	WP_015444390.1	*	*	WP_011514265.1	WP_033538062.1	*	WP_096297733.1	WP_126167046.1	*	*	*	*	*	WP_144893077.1	*	*	WP_005176839.1	WP_164651110.1	WP_163166571.1	*	*	*	WP_042030273.1	WP_203323926.1	*	WP_206818557.1	WP_207322895.1	WP_151816043.1	WP_005008947.1	WP_219309695.1	WP_100143838.1	*	WP_226014068.1	*	*	WP_201500210.1
25	25	0.227	*	WP_011280024.1	*	*	WP_062535667.1	WP_062845028.1	*	*	*	*	WP_017057916.1	WP_021021360.1	WP_011513082.1	WP_033539574.1	*	WP_096296400.1	WP_126167116.1	*	*	*	WP_004727669.1	*	*	*	WP_000094384.1	WP_005179490.1	*	WP_004814807.1	*	*	*	WP_041208541.1	WP_203323999.1	*	WP_045790183.1	WP_207326016.1	WP_004935959.1	WP_005008097.1	WP_004280680.1	WP_100143990.1	WP_042043416.1	WP_017766008.1	*	WP_042651446.1	WP_201499192.1
25	25	0.211	*	*	*	*	*	*	WP_025159797.1	WP_064566025.1	WP_017457160.1	*	WP_017056454.1	WP_021019514.1	*	WP_088905019.1	*	*	WP_126167426.1	WP_054803457.1	*	WP_004932178.1	WP_004726613.1	*	*	WP_007371886.1	WP_172626001.1	*	WP_164648727.1	*	*	WP_086868641.1	WP_054306595.1	WP_041210394.1	WP_203324263.1	WP_004932178.1	WP_017410997.1	WP_207320223.1	*	*	*	WP_221050810.1	WP_224432119.1	WP_226014297.1	WP_061794497.1	WP_042655059.1	*
25	25	0.192	*	*	*	*	*	*	WP_025160303.1	WP_074922589.1	WP_065369744.1	*	WP_017055585.1	WP_088133833.1	*	WP_088905761.1	*	*	WP_126168950.1	WP_042712325.1	*	WP_015379455.1	WP_004724339.1	*	*	WP_007369339.1	WP_000091428.1	*	WP_164649493.1	*	*	WP_086873343.1	WP_054306934.1	WP_042031914.1	WP_203325608.1	WP_015379455.1	WP_026080432.1	WP_207321524.1	*	*	*	WP_025009063.1	WP_042039923.1	WP_043170740.1	WP_073970346.1	WP_042652905.1	*
25	25	0.178	*	*	*	*	*	*	WP_063919857.1	WP_064564585.1	WP_065370380.1	*	WP_077680680.1	WP_088133375.1	*	WP_033538373.1	*	*	WP_126169462.1	WP_076768801.1	*	WP_033632406.1	WP_004724720.1	*	*	WP_071921165.1	WP_000672772.1	*	WP_164647676.1	*	*	WP_193820874.1	WP_062779188.1	WP_042031798.1	WP_203327190.1	WP_033644004.1	WP_011704837.1	WP_207326060.1	*	*	*	WP_221049200.1	WP_157013878.1	WP_017779109.1	WP_061796657.1	WP_126623398.1	*
25	25	0.167	WP_011589835.1	WP_011280208.1	WP_041025836.1	WP_014992604.1	WP_084785715.1	WP_062844701.1	*	*	*	WP_010948372.1	*	*	WP_011513814.1	WP_088905669.1	WP_094090197.1	WP_179948173.1	WP_126168617.1	*	WP_028387254.1	*	*	WP_143866451.1	WP_144890365.1	*	*	WP_160241260.1	*	WP_227591020.1	WP_173238009.1	*	*	*	WP_203325329.1	*	*	WP_207321276.1	WP_212515684.1	WP_005009361.1	WP_044108949.1	WP_221050018.1	*	*	*	*	WP_227676643.1
25	25	0.156	*	*	*	*	WP_084785729.1	WP_062843464.1	*	WP_064564877.1	WP_065370468.1	WP_038839453.1	WP_077680929.1	WP_088134576.1	*	WP_232479467.1	WP_094091875.1	*	WP_126169602.1	WP_054803349.1	*	*	WP_004728623.1	*	*	WP_007371102.1	WP_000611535.1	*	WP_164647236.1	*	WP_173237359.1	WP_193820801.1	*	WP_042032604.1	WP_203327092.1	*	WP_011704664.1	WP_207326200.1	*	*	*	WP_221049919.1	WP_224431293.1	WP_005308863.1	*	WP_042652150.1	*
25	25	0.154	*	*	*	*	*	*	WP_063918722.1	WP_064563529.1	WP_065370031.1	*	WP_017056013.1	WP_021020530.1	*	WP_088903813.1	*	*	WP_126167881.1	WP_128482083.1	*	WP_033632055.1	WP_004729115.1	*	*	WP_149288245.1	WP_000447090.1	*	WP_164647385.1	*	*	WP_193821194.1	WP_054306270.1	WP_042030317.1	WP_203324654.1	WP_047573618.1	WP_206818851.1	WP_207325533.1	*	*	*	WP_245003099.1	WP_224431980.1	WP_201879975.1	WP_095099308.1	WP_042653141.1	*
25	25	0.141	*	*	*	*	*	*	WP_019452819.1	WP_064565612.1	WP_017456919.1	*	WP_017056420.1	WP_088133311.1	*	WP_088904928.1	*	*	WP_126167267.1	WP_128482728.1	*	WP_004929646.1	WP_004724550.1	*	*	WP_007371570.1	WP_138039746.1	*	WP_164647739.1	*	*	WP_086874053.1	WP_054304803.1	WP_042033503.1	WP_203324119.1	WP_099785887.1	WP_162517116.1	WP_207325962.1	*	*	*	WP_221049371.1	WP_224432724.1	WP_181969415.1	WP_061794563.1	WP_042652355.1	*
25	25	0.137	WP_041704959.1	*	WP_008735145.1	WP_014993860.1	WP_062533231.1	WP_062844801.1	WP_063919918.1	WP_064564438.1	WP_065370309.1	*	WP_077681599.1	WP_198298150.1	*	*	*	*	*	WP_128482330.1	*	WP_079007637.1	WP_172475454.1	*	*	WP_035888433.1	WP_149560708.1	*	*	*	*	WP_193820950.1	WP_054305180.1	WP_042032691.1	*	WP_201750830.1	WP_206819266.1	*	WP_151815386.1	*	*	*	WP_224431400.1	WP_043169425.1	WP_083950340.1	WP_042651980.1	*
25	25	0.0961	WP_011589858.1	WP_011281313.1	*	WP_014993667.1	*	WP_062845680.1	WP_063919014.1	*	*	*	*	WP_021020050.1	*	*	*	*	*	WP_128482150.1	*	WP_025302070.1	WP_004727273.1	*	*	*	WP_059260712.1	WP_016659994.1	*	*	*	*	WP_054304979.1	WP_042031821.1	*	WP_047572190.1	WP_044800711.1	WP_207325814.1	WP_151745856.1	WP_005008589.1	WP_004645711.1	WP_045590234.1	WP_224432112.1	WP_201882996.1	WP_095096451.1	WP_042655053.1	WP_201498628.1
25	25	0.0944	*	*	*	*	*	*	*	*	*	WP_010946589.1	WP_060468223.1	WP_088133355.1	*	WP_200884322.1	WP_094091205.1	WP_096298322.1	WP_218567787.1	*	WP_028387202.1	WP_060559873.1	WP_041942500.1	WP_143868703.1	*	WP_007372540.1	WP_001190986.1	*	WP_164647693.1	*	WP_173236774.1	*	*	WP_232625595.1	WP_203327213.1	WP_160204401.1	WP_206818210.1	WP_207326306.1	*	*	*	WP_221051142.1	WP_224433014.1	WP_005302751.1	WP_061797520.1	WP_042654879.1	*
25	25	0.0891	*	*	*	*	*	*	WP_063919378.1	WP_064569023.1	WP_065368626.1	WP_010948492.1	*	*	*	*	WP_094089959.1	WP_096299248.1	WP_126166305.1	WP_042716881.1	WP_028387300.1	WP_004938405.1	WP_004726672.1	WP_143865563.1	*	WP_007374784.1	WP_172626006.1	*	*	*	WP_173238183.1	WP_193822463.1	WP_054306106.1	WP_042030298.1	WP_203326497.1	WP_033642946.1	WP_102988207.1	WP_207325803.1	*	*	*	WP_221049452.1	*	WP_005303329.1	WP_061795580.1	*	*
25	25	0.089	WP_035458284.1	WP_011280320.1	WP_008735414.1	WP_014994720.1	WP_062533099.1	WP_062844645.1	*	WP_007371951.1	WP_017457202.1	WP_011946764.1	*	*	WP_011513755.1	*	WP_094091629.1	*	*	WP_023478625.1	WP_028386105.1	*	*	WP_058501177.1	WP_144893043.1	WP_007371951.1	*	WP_005182307.1	*	WP_004890043.1	WP_173237592.1	WP_086868710.1	WP_054306674.1	*	*	*	*	*	WP_004940607.1	WP_005007400.1	WP_004647438.1	*	*	*	*	*	WP_201497231.1
25	25	0.0817	*	WP_011281189.1	WP_008735369.1	WP_014996431.1	WP_062533933.1	WP_062845542.1	*	*	*	WP_010946639.1	WP_077681194.1	*	WP_011514535.1	WP_088905368.1	WP_094091107.1	*	WP_126165811.1	*	WP_028386979.1	*	WP_004727997.1	WP_143868598.1	*	*	WP_000884561.1	*	*	*	WP_173237410.1	*	*	*	WP_203326024.1	*	WP_017786699.1	WP_207324595.1	*	*	*	WP_221049675.1	WP_224432702.1	WP_201881156.1	WP_095095323.1	WP_042652501.1	WP_201498608.1
25	25	0.0667	WP_011587812.1	WP_011279655.1	WP_008738329.1	WP_014995928.1	WP_062535030.1	WP_062843825.1	*	WP_064563569.1	*	*	WP_077681373.1	*	WP_011512751.1	WP_088903712.1	*	*	*	*	*	*	*	*	*	*	*	WP_016658615.1	WP_164649776.1	WP_163165006.1	*	*	*	WP_042032373.1	WP_203325028.1	*	WP_206817661.1	WP_207324681.1	WP_004945363.1	WP_005012569.1	WP_004645147.1	WP_100144947.1	WP_224430587.1	WP_201881852.1	*	WP_042653677.1	WP_201497880.1
25	25	0.0322	*	*	WP_008733980.1	WP_014992784.1	*	*	WP_019453497.1	WP_064568744.1	WP_017459519.1	WP_027227476.1	WP_077680901.1	*	*	*	WP_094090822.1	WP_096296746.1	*	*	*	WP_004935154.1	WP_004728695.1	WP_143866784.1	WP_144893381.1	WP_007372529.1	*	*	*	WP_163165107.1	*	WP_193821623.1	WP_054307865.1	*	*	WP_046687369.1	*	WP_207324378.1	WP_004934924.1	WP_005007813.1	WP_219308568.1	*	WP_042040940.1	*	WP_061797374.1	WP_042654321.1	*
25	25	0.0317	WP_011589882.1	*	*	*	*	*	WP_063919555.1	WP_043953527.1	WP_025263608.1	*	WP_017057112.1	WP_021020429.1	*	WP_088903890.1	*	*	*	WP_128482887.1	*	WP_015377998.1	WP_014204943.1	*	*	WP_007371985.1	WP_000778133.1	*	WP_164648471.1	*	*	WP_097401110.1	WP_015672260.1	WP_040069697.1	WP_203324723.1	WP_033643221.1	WP_016352339.1	WP_207324455.1	*	*	*	WP_100142519.1	WP_224431529.1	WP_017787065.1	WP_061795158.1	WP_042654419.1	*
25	25	0.0241	*	*	*	*	*	*	WP_019456119.1	WP_064563285.1	WP_065369501.1	*	WP_077680934.1	WP_088133728.1	*	WP_088904602.1	*	*	WP_126166939.1	WP_042717852.1	*	WP_004930424.1	WP_014203961.1	*	*	WP_035888982.1	WP_000902450.1	*	WP_164649261.1	*	*	WP_086872640.1	WP_015962153.1	WP_042032004.1	WP_203327018.1	WP_069101034.1	WP_024945207.1	WP_207326153.1	*	*	*	WP_025009739.1	WP_224431771.1	WP_005306280.1	WP_061798859.1	WP_042654552.1	*
25	25	0.0208	*	*	*	WP_014994180.1	*	*	*	WP_064568008.1	*	WP_010947288.1	*	*	*	WP_088904661.1	WP_094090966.1	WP_096296373.1	WP_126166872.1	WP_042717108.1	WP_028386156.1	WP_004930670.1	WP_004727876.1	WP_058502712.1	*	WP_079518266.1	*	*	*	*	WP_173237092.1	*	WP_054306014.1	WP_041209833.1	WP_203326962.1	*	WP_206818241.1	WP_207323908.1	WP_004946928.1	*	*	WP_071476039.1	WP_224430837.1	WP_005302805.1	WP_095095050.1	WP_042654915.1	*
25	25	0.0115	*	*	*	*	*	*	*	WP_064568722.1	WP_065369902.1	WP_016356701.1	WP_077681684.1	*	*	WP_088905681.1	WP_094091917.1	*	WP_126168634.1	WP_128483800.1	*	*	WP_038151884.1	WP_244946900.1	*	WP_072441032.1	WP_094392596.1	*	WP_164648009.1	*	WP_173238178.1	WP_193821634.1	WP_054306273.1	WP_042032869.1	WP_203325343.1	*	WP_206819540.1	WP_207321286.1	*	*	*	WP_100143346.1	WP_224431024.1	WP_117404546.1	WP_061797213.1	WP_042654046.1	*
25	25	0.00918	*	WP_011279443.1	*	*	WP_084785797.1	WP_084387210.1	WP_004933089.1	WP_007373037.1	WP_007373037.1	WP_010948223.1	*	*	WP_011512513.1	*	WP_094090784.1	WP_096298608.1	*	WP_023480205.1	*	WP_004933089.1	*	WP_058501707.1	*	WP_007373037.1	*	WP_005006601.1	*	WP_004647174.1	WP_173237190.1	WP_007373037.1	WP_015670813.1	*	*	WP_004933089.1	*	*	WP_004933640.1	WP_005006601.1	WP_004647174.1	*	*	*	WP_004955572.1	*	WP_201497978.1
25	25	0.00863	*	*	*	*	*	*	WP_019453781.1	WP_064564805.1	WP_017458646.1	*	WP_046223144.1	WP_021019141.1	*	WP_088904577.1	*	*	WP_126166976.1	WP_128482476.1	*	WP_004936240.1	WP_004727683.1	*	*	WP_007371032.1	WP_000070925.1	*	WP_164647918.1	*	*	WP_017458646.1	WP_072186145.1	WP_033112596.1	WP_203327069.1	WP_072145088.1	WP_017408789.1	WP_207326128.1	*	*	*	WP_221051026.1	WP_042040071.1	WP_010635398.1	WP_073970247.1	WP_042651849.1	*
25	25	0.00462	*	*	*	*	*	*	WP_019454993.1	WP_043955110.1	WP_017457846.1	*	WP_032547914.1	WP_088133508.1	*	WP_232479511.1	*	*	WP_126166105.1	WP_076768935.1	*	WP_033631744.1	WP_038152815.1	*	*	WP_007373047.1	WP_000349084.1	*	WP_164648995.1	*	*	WP_193821755.1	WP_054307747.1	WP_041209110.1	WP_203326309.1	WP_160203957.1	WP_017411238.1	WP_207322243.1	*	*	*	WP_221049618.1	WP_224432027.1	WP_005305087.1	WP_061794880.1	WP_042652072.1	*
24	33	0.167	*	WP_011279604.1	*	*	WP_062534947.1	WP_062843770.1	WP_063919109.1,WP_015377297.1	WP_064567569.1,WP_064567571.1	WP_017456144.1,WP_065368909.1	WP_010947284.1	WP_017057330.1	*	WP_011512696.1	*	WP_094089818.1,WP_094091952.1	*	*	WP_128483285.1,WP_128483287.1	*	WP_004928409.1,WP_033633468.1	*	WP_143866118.1	*	WP_035885879.1,WP_007374097.1	*	*	*	*	*	WP_086871847.1	WP_054306731.1,WP_015671713.1	WP_042030758.1	*	WP_033642533.1,WP_015377297.1	WP_011704620.1	*	*	*	*	*	WP_042044219.1	WP_010635152.1	WP_061798130.1	WP_042652108.1	WP_201497940.1
24	33	0.104	*	*	*	*	*	*	WP_015379467.1,WP_019454807.1	WP_064568905.1	WP_065369736.1	WP_010947837.1,WP_050070678.1	*	*	*	*	*	WP_096299787.1	*	WP_076769276.1	*	WP_015379467.1,WP_015377607.1	*	WP_143869180.1	WP_144892636.1	WP_007369358.1	WP_114732993.1	WP_160240885.1	*	WP_163167488.1	*	WP_086872173.1	WP_054306057.1	WP_042029424.1,WP_082035501.1	*	WP_046687985.1,WP_033642781.1	WP_010633733.1,WP_206817693.1	*	WP_004934101.1	WP_005006860.1	WP_004729217.1	*	*	WP_226013888.1,WP_226013868.1	WP_061800253.1,WP_061795393.1	WP_042653524.1,WP_042652840.1	*
24	31	0.151	*	*	*	WP_014995722.1	*	*	WP_016927288.1	WP_064565597.1,WP_064564333.1	WP_017458306.1	*	*	*	*	WP_033538860.1	*	WP_096298260.1	WP_126168674.1	WP_023480154.1	*	WP_015378262.1	WP_004727395.1	*	WP_246121005.1,WP_246120957.1	WP_007371558.1,WP_035942102.1	WP_119788230.1	*	*	*	*	WP_020454143.1,WP_193820984.1	WP_054307798.1	WP_041207986.1,WP_042030998.1,WP_042032920.1	WP_203325383.1	WP_033643532.1	WP_206819472.1,WP_029300494.1	WP_207324976.1	*	*	*	WP_221051252.1	WP_042041340.1	WP_010634881.1	WP_061794713.1	*	*
24	31	0.149	WP_011588863.1	*	*	*	*	*	WP_063919341.1,WP_019453019.1	WP_064565482.1,WP_064567144.1,WP_064566724.1	*	WP_011946662.1	*	*	*	*	WP_027266380.1	*	*	*	WP_028385701.1	WP_238545849.1	*	WP_143869614.1,WP_143865652.1	*	*	WP_149560696.1	WP_016658936.1	WP_164649888.1	WP_008306070.1	WP_173237199.1,WP_173238607.1	WP_193822397.1,WP_193822788.1	WP_054306373.1	*	*	WP_033643578.1	WP_206817383.1,WP_206817591.1	WP_207323984.1	WP_119025972.1	WP_005010081.1	WP_034171682.1	*	WP_224432187.1	*	WP_231922173.1	WP_042654624.1	*
24	31	0.141	WP_046961916.1	*	*	*	*	*	WP_050578390.1,WP_033637997.1	WP_064567146.1,WP_064569021.1,WP_064565479.1	WP_017456652.1	WP_011946663.1	*	*	*	*	WP_011215133.1	*	*	WP_054803874.1	WP_028385700.1	WP_015378308.1	*	WP_143869613.1,WP_058500778.1	*	WP_071532063.1	WP_000864710.1	*	WP_164649887.1	WP_008306069.1	WP_173238606.1,WP_226905446.1	WP_086869293.1,WP_193822396.1	*	*	*	WP_033643579.1	WP_060389363.1,WP_219257753.1	WP_207323985.1	*	WP_005010073.1	WP_034171681.1	*	WP_224432186.1	*	WP_231922066.1	WP_042654623.1	*
24	30	0.194	*	*	*	WP_014994544.1	*	*	WP_063918565.1	WP_064565775.1,WP_064564756.1	WP_065370599.1	*	*	WP_088135069.1	*	*	*	*	WP_126167200.1,WP_126167785.1	WP_128482772.1	*	WP_033632719.1	WP_004727575.1,WP_004727186.1	*	*	WP_149288693.1,WP_149288487.1	WP_149560764.1	WP_160241324.1	*	*	*	WP_193820583.1	WP_054306209.1,WP_054307893.1	WP_042032012.1	*	WP_122016286.1	WP_206819813.1	*	WP_212514995.1	WP_005010023.1	*	WP_071476947.1	WP_224430558.1	WP_226014438.1	WP_095098088.1,WP_095096850.1	WP_042653494.1	*
24	29	0.212	*	*	*	*	*	*	WP_063919358.1	WP_064567195.1,WP_064566848.1	WP_156773075.1,WP_065368649.1	WP_010947324.1	WP_077681277.1	WP_021021525.1	*	WP_033540112.1	WP_094090990.1	*	*	WP_128483180.1,WP_128483059.1	*	WP_033633191.1	WP_004727311.1	*	*	WP_187775364.1,WP_149288877.1	WP_000270236.1	*	WP_164650777.1	*	WP_226905440.1	WP_193822332.1,WP_097402105.1	WP_054306135.1	WP_225628419.1	*	WP_033652724.1	WP_139390263.1	*	*	*	*	*	WP_224432479.1	WP_043170860.1	WP_061795517.1	WP_042653947.1	*
24	29	0.188	WP_041704716.1	WP_011280533.1	*	WP_014993082.1	WP_062535317.1	WP_062844356.1,WP_062844850.1	WP_015378312.1	WP_064566588.1	WP_065368561.1	WP_010945805.1	*	*	WP_011513562.1	*	*	*	*	WP_128483000.1	*	WP_033632710.1	WP_004726920.1	*	*	WP_007374949.1	*	WP_005182277.1,WP_160241219.1	*	WP_004816019.1,WP_163166210.1	*	WP_097400912.1	WP_015672906.1	*	*	WP_033643582.1	*	*	WP_004940641.1	WP_005012470.1,WP_005010278.1	WP_114541813.1,WP_216985974.1	*	*	*	WP_061800650.1	*	WP_201498979.1
24	29	0.114	WP_011589742.1	*	*	*	*	*	WP_019453999.1	WP_007372007.1,WP_007370795.1	WP_065368433.1,WP_065370335.1	*	*	*	WP_011513673.1	*	WP_094091774.1	WP_096296992.1	*	WP_023478742.1	*	WP_004939805.1	*	*	WP_144891390.1	WP_007372007.1,WP_007370795.1	*	WP_005181098.1	*	WP_163167685.1	*	WP_016495945.1,WP_017459019.1	*	WP_033114018.1	*	WP_025301915.1	WP_005308614.1	*	WP_004937454.1	WP_005006494.1	WP_001133624.1,WP_004644596.1	*	WP_224431334.1	WP_005308614.1	WP_061800156.1	WP_042653346.1	*
24	28	0.173	WP_011589794.1	*	WP_008735484.1	WP_014992805.1	*	*	*	WP_064568280.1,WP_064565673.1	WP_065368597.1	*	WP_077681489.1,WP_077680595.1	WP_198298215.1	*	*	*	WP_096296568.1	WP_126165834.1	WP_128483732.1	*	*	WP_004725527.1	*	WP_144892356.1	WP_079516880.1,WP_149288679.1	WP_172625968.1	WP_160241782.1	WP_164647912.1,WP_164648478.1	WP_163164445.1	*	WP_193822494.1	*	*	WP_203326046.1	*	*	WP_207324580.1	WP_151815229.1	WP_005012307.1	WP_219307837.1	*	*	*	WP_095097055.1	*	*
24	28	0.113	WP_035458982.1	WP_011279863.1	*	*	WP_062533610.1	WP_062843998.1	WP_244889087.1	WP_064567550.1	WP_065368893.1	*	*	WP_088135287.1	WP_011512914.1	*	*	WP_096297331.1	*	WP_054804028.1	*	WP_234721237.1,WP_079007609.1	WP_038151080.1	*	WP_144892725.1	WP_079518175.1	*	*	*	WP_163167168.1	*	WP_193822177.1	WP_015671735.1	*	*	WP_229597909.1,WP_160204168.1	WP_206819360.1	*	*	*	WP_219308412.1	*	*	WP_201881440.1	WP_061799347.1,WP_095096758.1,WP_061798291.1	*	WP_201497691.1
24	27	0.127	*	*	*	*	*	*	*	WP_043955952.1	WP_065369752.1	WP_010947959.1	WP_077681596.1	*	*	WP_088905145.1	*	*	WP_126167613.1	WP_128484123.1	*	*	WP_004727828.1,WP_004727863.1	*	*	WP_007369309.1	*	WP_160241370.1	WP_164648944.1,WP_164650358.1	WP_004892680.1	*	WP_193821510.1	WP_015673442.1	WP_005359322.1	WP_203324452.1	*	WP_043168319.1,WP_206819598.1	WP_207325671.1	WP_212515551.1	WP_005012190.1	WP_219310222.1	WP_221049596.1	*	WP_117405120.1	*	WP_042651302.1	*
24	26	0.202	*	*	*	WP_014994040.1	*	*	WP_019452590.1	WP_064568509.1	WP_065369355.1	*	*	*	*	WP_033537893.1	*	*	WP_126165793.1,WP_237158661.1	WP_128483689.1	*	WP_135637700.1	WP_004727279.1	*	*	WP_007373020.1	WP_000098098.1	*	*	WP_005108698.1	*	WP_193821743.1	WP_054305117.1	*	WP_203326006.1	WP_033645067.1	WP_016351946.1	WP_207325389.1,WP_207320362.1	WP_004940417.1	*	WP_005108698.1	WP_221050489.1	WP_042041158.1	*	WP_061797912.1	WP_042651290.1	*
24	26	0.138	*	WP_011280926.1	*	WP_014993741.1	WP_062535438.1	WP_062845239.1	WP_004937307.1	WP_007370131.1	WP_017457481.1	*	*	*	WP_011514224.1	*	*	*	*	WP_042718016.1	*	WP_004937307.1	*	*	*	WP_007370131.1,WP_144135605.1	*	WP_005182129.1	*	WP_004813257.1	*	WP_017457481.1	WP_054304744.1	*	*	WP_004937307.1	WP_044800135.1	*	WP_004932775.1	WP_005007298.1	WP_004278434.1,WP_219307100.1	*	*	WP_226013869.1	WP_061797282.1	WP_042653650.1	WP_201498874.1
